timestamp,x,x1,y,y1,Arret ,Arret suivant,Arret precedent,Délai réel, Prédiction RATP,Prédiction IA,bus_id,code_iti
2017-05-01 13:32:42,2.3980948422467554,2.3996891077540123,48.832670527418706,48.83387404111621, ,PORTE DE REUILLY.,PORTE DE REUILLY.,40 s,31 s,21 s,B3001,ITI:55
2017-05-01 13:33:22,2.3996891077540123,2.3996891077540123,48.83387404111621,48.83387404111621,PORTE DE REUILLY.,PORTE DE REUILLY.,PORTE DE REUILLY.,0 s,60 s,0 s,B3001,ITI:55
2017-05-01 13:39:15,2.4002211931691315,2.4002211931691315,48.83480847104035,48.83480847104035,PORTE DE REUILLY,WATTIGNIES-GRAVELLE,WATTIGNIES-GRAVELLE,101 s,0 s,54 s,B3001,ITI:54
2017-05-01 13:39:42,2.4002211931691315,2.397458298609686,48.83480847104035,48.83551991993262, ,WATTIGNIES-GRAVELLE,WATTIGNIES-GRAVELLE,74 s,93 s,54 s,B3001,ITI:54
2017-05-01 13:40:42,2.397458298609686,2.3968322247878926,48.83551991993262,48.83569099904393, ,WATTIGNIES-GRAVELLE,WATTIGNIES-GRAVELLE,14 s,4 s,18 s,B3001,ITI:54
2017-05-01 13:40:56,2.3968322247878926,2.3968322247878926,48.83569099904393,48.83569099904393,WATTIGNIES-GRAVELLE,NICOLAI,NICOLAI,53 s,0 s,26 s,B3001,ITI:54
2017-05-01 13:41:42,2.3968322247878926,2.393810614445042,48.83569099904393,48.83645641740821, ,NICOLAI,NICOLAI,7 s,0 s,26 s,B3001,ITI:54
2017-05-01 13:41:49,2.393810614445042,2.393810614445042,48.83645641740821,48.83645641740821,NICOLAI,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,84 s,50 s,114 s,B3001,ITI:54
2017-05-01 13:42:42,2.393810614445042,2.3903676868931956,48.83645641740821,48.838039816405335, ,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,31 s,9 s,109 s,B3001,ITI:54
2017-05-01 13:43:13,2.3903676868931956,2.3903676868931956,48.838039816405335,48.838039816405335,CHARENTON-WATTIGNIES,DUGOMMIER,DUGOMMIER,62 s,0 s,38 s,B3001,ITI:54
2017-05-01 13:43:42,2.3903676868931956,2.3881628846264604,48.838039816405335,48.83892156105364, ,DUGOMMIER,DUGOMMIER,33 s,74 s,38 s,B3001,ITI:54
2017-05-01 13:44:15,2.3881628846264604,2.3881628846264604,48.83892156105364,48.83892156105364,DUGOMMIER,GARE DE BERCY,GARE DE BERCY,70 s,16 s,55 s,B3001,ITI:54
2017-05-01 13:44:42,2.3881628846264604,2.380634626232369,48.83892156105364,48.84022773779784, ,GARE DE BERCY,GARE DE BERCY,43 s,0 s,55 s,B3001,ITI:54
2017-05-01 13:45:25,2.380634626232369,2.380634626232369,48.84022773779784,48.84022773779784,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,69 s,61 s,38 s,B3001,ITI:54
2017-05-01 13:45:42,2.380634626232369,2.3781707759180604,48.84022773779784,48.841001539295505, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,52 s,49 s,38 s,B3001,ITI:54
2017-05-01 13:46:34,2.3781707759180604,2.3781707759180604,48.841001539295505,48.841001539295505,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,GARE DE LYON,89 s,18 s,106 s,B3001,ITI:54
2017-05-01 13:46:42,2.3781707759180604,2.374196662732196,48.841001539295505,48.84347441168067, ,GARE DE LYON,GARE DE LYON,81 s,0 s,106 s,B3001,ITI:54
2017-05-01 13:47:42,2.374196662732196,2.373556925324274,48.84347441168067,48.843825122033614, ,GARE DE LYON,GARE DE LYON,21 s,74 s,17 s,B3001,ITI:54
2017-05-01 13:48:03,2.373556925324274,2.373556925324274,48.843825122033614,48.843825122033614,GARE DE LYON,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,185 s,0 s,165 s,B3001,ITI:54
2017-05-01 13:48:42,2.373556925324274,2.3712839606004716,48.843825122033614,48.84539860947908, ,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,146 s,33 s,165 s,B3001,ITI:54
2017-05-01 13:49:42,2.3712839606004716,2.3727956622132615,48.84539860947908,48.84568576834822, ,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,86 s,103 s,92 s,B3001,ITI:54
2017-05-01 13:50:42,2.3727956622132615,2.373898975576771,48.84568576834822,48.846134809530774, ,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,26 s,90 s,21 s,B3001,ITI:54
2017-05-01 13:51:08,2.373898975576771,2.373898975576771,48.846134809530774,48.846134809530774,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,122 s,19 s,114 s,B3001,ITI:54
2017-05-01 13:51:42,2.373898975576771,2.373859296817859,48.846134809530774,48.847797509996425, ,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,88 s,0 s,114 s,B3001,ITI:54
2017-05-01 13:52:42,2.373859296817859,2.3716268073970976,48.847797509996425,48.84904743687747, ,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,28 s,86 s,46 s,B3001,ITI:54
2017-05-01 13:53:10,2.3716268073970976,2.3716268073970976,48.84904743687747,48.84904743687747,LYON-LEDRU ROLLIN,BASTILLE.,BASTILLE.,104 s,41 s,60 s,B3001,ITI:54
2017-05-01 13:53:43,2.3716268073970976,2.3702524068106148,48.84904743687747,48.85066557255973, ,BASTILLE.,BASTILLE.,71 s,0 s,60 s,B3001,ITI:54
2017-05-01 13:54:43,2.3702524068106148,2.3694634969411656,48.85066557255973,48.85222062107559, ,BASTILLE.,BASTILLE.,11 s,114 s,31 s,B3001,ITI:54
2017-05-01 13:54:54,2.3694634969411656,2.3694634969411656,48.85222062107559,48.85222062107559,BASTILLE.,BASTILLE.,BASTILLE.,0 s,64 s,0 s,B3001,ITI:54
2017-05-01 14:04:50,2.3691504269116113,2.3691504269116113,48.85249032927224,48.85249032927224,BASTILLE,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,103 s,0 s,66 s,B3001,ITI:55
2017-05-01 14:05:44,2.3691504269116113,2.37097272885277,48.85249032927224,48.84841849948681, ,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,49 s,88 s,62 s,B3001,ITI:55
2017-05-01 14:06:33,2.37097272885277,2.37097272885277,48.84841849948681,48.84841849948681,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,41 s,43 s,51 s,B3001,ITI:55
2017-05-01 14:06:44,2.37097272885277,2.3721830198352643,48.84841849948681,48.84588367489986, ,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,30 s,0 s,51 s,B3001,ITI:55
2017-05-01 14:07:14,2.3721830198352643,2.3721830198352643,48.84588367489986,48.84588367489986,GARE DE LYON-DIDEROT,GARE DE LYON VAN GOGH,GARE DE LYON VAN GOGH,103 s,1157 s,50 s,B3001,ITI:55
2017-05-01 14:07:44,2.3721830198352643,2.3710933907376783,48.84588367489986,48.84550651396517, ,GARE DE LYON VAN GOGH,GARE DE LYON VAN GOGH,73 s,1109 s,50 s,B3001,ITI:55
2017-05-01 14:08:44,2.3710933907376783,2.3717737476871883,48.84550651396517,48.844751367228035, ,GARE DE LYON VAN GOGH,GARE DE LYON VAN GOGH,13 s,0 s,33 s,B3001,ITI:55
2017-05-01 14:08:57,2.3717737476871883,2.3717737476871883,48.844751367228035,48.844751367228035,GARE DE LYON VAN GOGH,GARE DE LYON,GARE DE LYON,117 s,75 s,86 s,B3001,ITI:55
2017-05-01 14:09:44,2.3717737476871883,2.3736519335494166,48.844751367228035,48.84338470413349, ,GARE DE LYON,GARE DE LYON,70 s,0 s,87 s,B3001,ITI:55
2017-05-01 14:10:44,2.3736519335494166,2.374591131679063,48.84338470413349,48.8428990866245, ,GARE DE LYON,GARE DE LYON,10 s,858 s,22 s,B3001,ITI:55
2017-05-01 14:10:54,2.374591131679063,2.3786334619730995,48.8428990866245,48.84067782764448,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,45 s,33 s,33 s,B3001,ITI:55
2017-05-01 14:11:39,2.3786334619730995,2.3786334619730995,48.84067782764448,48.84067782764448,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE BERCY,GARE DE BERCY,91 s,30 s,61 s,B3001,ITI:55
2017-05-01 14:11:44,2.3786334619730995,2.380416810813047,48.84067782764448,48.84027275472103, ,GARE DE BERCY,GARE DE BERCY,86 s,0 s,61 s,B3001,ITI:55
2017-05-01 14:12:44,2.380416810813047,2.3822818728418715,48.84027275472103,48.83992154940874, ,GARE DE BERCY,GARE DE BERCY,26 s,41 s,36 s,B3001,ITI:55
2017-05-01 14:13:10,2.3822818728418715,2.3822818728418715,48.83992154940874,48.83992154940874,GARE DE BERCY,DUGOMMIER,DUGOMMIER,74 s,51 s,51 s,B3001,ITI:55
2017-05-01 14:13:44,2.3822818728418715,2.3889110188542486,48.83992154940874,48.8382022335429, ,DUGOMMIER,DUGOMMIER,40 s,32 s,51 s,B3001,ITI:55
2017-05-01 14:14:24,2.3889110188542486,2.3889110188542486,48.8382022335429,48.8382022335429,DUGOMMIER,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,63 s,18 s,59 s,B3001,ITI:55
2017-05-01 14:14:44,2.3889110188542486,2.3912111298272696,48.8382022335429,48.83736536923275, ,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,43 s,0 s,59 s,B3001,ITI:55
2017-05-01 14:15:27,2.3912111298272696,2.3912111298272696,48.83736536923275,48.83736536923275,CHARENTON-WATTIGNIES,NICOLAI,NICOLAI,48 s,75 s,55 s,B3001,ITI:55
2017-05-01 14:15:44,2.3912111298272696,2.3933594888836347,48.83736536923275,48.834757976748456, ,NICOLAI,NICOLAI,31 s,39 s,55 s,B3001,ITI:55
2017-05-01 14:16:15,2.3933594888836347,2.3933594888836347,48.834757976748456,48.834757976748456,NICOLAI,CHARENTON-JARDINIERS,CHARENTON-JARDINIERS,48 s,2 s,33 s,B3001,ITI:55
2017-05-01 14:16:44,2.3933594888836347,2.3955496544602255,48.834757976748456,48.83320206973679, ,CHARENTON-JARDINIERS,CHARENTON-JARDINIERS,19 s,0 s,33 s,B3001,ITI:55
2017-05-01 14:17:03,2.3955496544602255,2.3955496544602255,48.83320206973679,48.83320206973679,CHARENTON-JARDINIERS,PORTE DE CHARENTON,PORTE DE CHARENTON,158 s,0 s,68 s,B3001,ITI:55
2017-05-01 14:17:44,2.3955496544602255,2.3968964339129157,48.83320206973679,48.832329604619176, ,PORTE DE CHARENTON,PORTE DE CHARENTON,117 s,55 s,68 s,B3001,ITI:55
2017-05-01 14:18:44,2.3968964339129157,2.3981084666027797,48.832329604619176,48.832679508064786, ,PORTE DE CHARENTON,PORTE DE CHARENTON,57 s,0 s,38 s,B3001,ITI:55
2017-05-01 14:19:41,2.3981084666027797,2.3981084666027797,48.832679508064786,48.832679508064786,PORTE DE CHARENTON,PORTE DE REUILLY.,PORTE DE REUILLY.,22 s,19 s,21 s,B3001,ITI:55
2017-05-01 14:19:44,2.3981084666027797,2.399716368474062,48.832679508064786,48.833900989619515, ,PORTE DE REUILLY.,PORTE DE REUILLY.,19 s,0 s,21 s,B3001,ITI:55
2017-05-01 14:20:03,2.399716368474062,2.399716368474062,48.833900989619515,48.833900989619515,PORTE DE REUILLY.,PORTE DE REUILLY.,PORTE DE REUILLY.,0 s,79 s,0 s,B3001,ITI:55
2017-05-01 14:25:09,2.400561453874635,2.400561453874635,48.8347274022473,48.8347274022473,PORTE DE REUILLY,WATTIGNIES-GRAVELLE,WATTIGNIES-GRAVELLE,91 s,0 s,68 s,B3001,ITI:56
2017-05-01 14:25:44,2.400561453874635,2.396736953442614,48.8347274022473,48.83571800944218, ,WATTIGNIES-GRAVELLE,WATTIGNIES-GRAVELLE,56 s,28 s,68 s,B3001,ITI:56
2017-05-01 14:26:40,2.396736953442614,2.396736953442614,48.83571800944218,48.83571800944218,WATTIGNIES-GRAVELLE,NICOLAI,NICOLAI,50 s,0 s,18 s,B3001,ITI:56
2017-05-01 14:26:44,2.396736953442614,2.3937969996357737,48.83571800944218,48.836456423874694, ,NICOLAI,NICOLAI,46 s,17 s,18 s,B3001,ITI:56
2017-05-01 14:27:30,2.3937969996357737,2.3937969996357737,48.836456423874694,48.836456423874694,NICOLAI,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,135 s,0 s,92 s,B3001,ITI:56
2017-05-01 14:27:44,2.3937969996357737,2.3916872510487304,48.836456423874694,48.836978686730035, ,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,121 s,0 s,92 s,B3001,ITI:56
2017-05-01 14:28:44,2.3916872510487304,2.3909526578600477,48.836978686730035,48.837572200291305, ,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,61 s,-16 s,35 s,B3001,ITI:56
2017-05-01 14:29:44,2.3909526578600477,2.390408495737086,48.837572200291305,48.83800384791362, ,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,1 s,0 s,30 s,B3001,ITI:56
2017-05-01 14:29:45,2.390408495737086,2.390408495737086,48.83800384791362,48.83800384791362,CHARENTON-WATTIGNIES,DUGOMMIER,DUGOMMIER,62 s,37 s,50 s,B3001,ITI:56
2017-05-01 14:30:44,2.390408495737086,2.388230970741367,48.83800384791362,48.838930519486496, ,DUGOMMIER,DUGOMMIER,3 s,0 s,50 s,B3001,ITI:56
2017-05-01 14:30:47,2.388230970741367,2.388230970741367,48.838930519486496,48.838930519486496,DUGOMMIER,GARE DE BERCY,GARE DE BERCY,80 s,-20 s,61 s,B3001,ITI:56
2017-05-01 14:31:44,2.388230970741367,2.38056656223715,48.838930519486496,48.840245737682686, ,GARE DE BERCY,GARE DE BERCY,23 s,0 s,61 s,B3001,ITI:56
2017-05-01 14:32:07,2.38056656223715,2.38056656223715,48.840245737682686,48.840245737682686,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,52 s,79 s,34 s,B3001,ITI:56
2017-05-01 14:32:44,2.38056656223715,2.3781027312827914,48.840245737682686,48.841046500395734, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,15 s,70 s,34 s,B3001,ITI:56
2017-05-01 14:32:59,2.3781027312827914,2.3781027312827914,48.841046500395734,48.841046500395734,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON.,GARE DE LYON.,68 s,0 s,101 s,B3001,ITI:56
2017-05-01 14:33:44,2.3781027312827914,2.374496112960233,48.841046500395734,48.84331254286097, ,GARE DE LYON.,GARE DE LYON.,23 s,-6 s,100 s,B3001,ITI:56
2017-05-01 14:34:07,2.374496112960233,2.374496112960233,48.84331254286097,48.84331254286097,GARE DE LYON.,GARE DE LYON.,GARE DE LYON.,0 s,61 s,0 s,B3001,ITI:56
2017-05-01 00:10:38,2.4003572932066772,2.3966688906587827,48.834772448604994,48.83572703101439,PORTE DE REUILLY,WATTIGNIES-GRAVELLE,WATTIGNIES-GRAVELLE,24 s,47 s,35 s,B3100,ITI:54
2017-05-01 00:11:02,2.3966688906587827,2.393810614445042,48.83572703101439,48.83645641740821,WATTIGNIES-GRAVELLE,NICOLAI,NICOLAI,19 s,0 s,13 s,B3100,ITI:54
2017-05-01 00:11:21,2.393810614445042,2.393810614445042,48.83645641740821,48.83645641740821,NICOLAI,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,50 s,134 s,63 s,B3100,ITI:54
2017-05-01 00:11:29,2.393810614445042,2.3903132627580996,48.83645641740821,48.838075790950185, ,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,42 s,88 s,63 s,B3100,ITI:54
2017-05-01 00:12:11,2.3903132627580996,2.3903132627580996,48.838075790950185,48.838075790950185,CHARENTON-WATTIGNIES,DUGOMMIER,DUGOMMIER,46 s,0 s,29 s,B3100,ITI:54
2017-05-01 00:12:29,2.3903132627580996,2.388230970741367,48.838075790950185,48.838930519486496, ,DUGOMMIER,DUGOMMIER,28 s,109 s,29 s,B3100,ITI:54
2017-05-01 00:12:57,2.388230970741367,2.388230970741367,48.838930519486496,48.838930519486496,DUGOMMIER,GARE DE BERCY,GARE DE BERCY,40 s,87 s,35 s,B3100,ITI:54
2017-05-01 00:13:29,2.388230970741367,2.3807435375672847,48.838930519486496,48.84020972296165, ,GARE DE BERCY,GARE DE BERCY,8 s,58 s,34 s,B3100,ITI:54
2017-05-01 00:13:37,2.3807435375672847,2.3807435375672847,48.84020972296165,48.84020972296165,GARE DE BERCY,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,58 s,924 s,22 s,B3100,ITI:54
2017-05-01 00:14:29,2.3807435375672847,2.377980250642101,48.84020972296165,48.84112743027407, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,6 s,24 s,21 s,B3100,ITI:54
2017-05-01 00:14:35,2.377980250642101,2.3735705357775947,48.84112743027407,48.84381613035653,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE LYON,GARE DE LYON,32 s,0 s,45 s,B3100,ITI:54
2017-05-01 00:15:07,2.3735705357775947,2.3735705357775947,48.84381613035653,48.84381613035653,GARE DE LYON,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,64 s,93 s,99 s,B3100,ITI:54
2017-05-01 00:15:29,2.3735705357775947,2.373899007321863,48.84381613035653,48.846179747071005, ,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,42 s,32 s,99 s,B3100,ITI:54
2017-05-01 00:16:11,2.373899007321863,2.373899007321863,48.846179747071005,48.846179747071005,GARE DE LYON-DIDEROT,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,75 s,69 s,51 s,B3100,ITI:54
2017-05-01 00:16:29,2.373899007321863,2.371545122466048,48.846179747071005,48.8490834103808, ,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,57 s,41 s,51 s,B3100,ITI:54
2017-05-01 00:17:26,2.371545122466048,2.371545122466048,48.8490834103808,48.8490834103808,LYON-LEDRU ROLLIN,BASTILLE.,BASTILLE.,29 s,38 s,31 s,B3100,ITI:54
2017-05-01 00:17:29,2.371545122466048,2.3694635025223647,48.8490834103808,48.85222960853971, ,BASTILLE.,BASTILLE.,26 s,50 s,31 s,B3100,ITI:54
2017-05-01 00:17:55,2.3694635025223647,2.3694635025223647,48.85222960853971,48.85222960853971,BASTILLE.,BASTILLE.,BASTILLE.,0 s,49 s,0 s,B3100,ITI:54
2017-05-01 00:31:31,2.369164023814568,2.369164023814568,48.852454375774734,48.852454375774734,BASTILLE,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,77 s,60 s,45 s,B3100,ITI:55
2017-05-01 00:32:29,2.369164023814568,2.370999935520012,48.852454375774734,48.84837355431255, ,LYON-LEDRU ROLLIN,LYON-LEDRU ROLLIN,19 s,45 s,47 s,B3100,ITI:55
2017-05-01 00:32:48,2.370999935520012,2.3722102362372604,48.84837355431255,48.84585670437777,LYON-LEDRU ROLLIN,GARE DE LYON-DIDEROT,GARE DE LYON-DIDEROT,23 s,23 s,32 s,B3100,ITI:55
2017-05-01 00:33:11,2.3722102362372604,2.3722102362372604,48.84585670437777,48.84585670437777,GARE DE LYON-DIDEROT,GARE DE LYON VAN GOGH,GARE DE LYON VAN GOGH,66 s,0 s,28 s,B3100,ITI:55
2017-05-01 00:33:29,2.3722102362372604,2.3719234624805274,48.84585670437777,48.84464347348778, ,GARE DE LYON VAN GOGH,GARE DE LYON VAN GOGH,48 s,0 s,28 s,B3100,ITI:55
2017-05-01 00:34:17,2.3719234624805274,2.3719234624805274,48.84464347348778,48.84464347348778,GARE DE LYON VAN GOGH,GARE DE LYON,GARE DE LYON,44 s,60 s,42 s,B3100,ITI:55
2017-05-01 00:34:30,2.3719234624805274,2.374672798277697,48.84464347348778,48.842854123320144, ,GARE DE LYON,GARE DE LYON,31 s,786 s,42 s,B3100,ITI:55
2017-05-01 00:35:01,2.374672798277697,2.374672798277697,48.842854123320144,48.842854123320144,GARE DE LYON,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,53 s,30 s,33 s,B3100,ITI:55
2017-05-01 00:35:30,2.374672798277697,2.3786879041139253,48.842854123320144,48.84065084606198, ,MINISTERE DE L'ECONOMIE ET DES FINANCES,MINISTERE DE L'ECONOMIE ET DES FINANCES,24 s,0 s,33 s,B3100,ITI:55
2017-05-01 00:35:54,2.3786879041139253,2.3786879041139253,48.84065084606198,48.84065084606198,MINISTERE DE L'ECONOMIE ET DES FINANCES,GARE DE BERCY,GARE DE BERCY,47 s,62 s,40 s,B3100,ITI:55
2017-05-01 00:36:30,2.3786879041139253,2.3823499436289053,48.84065084606198,48.839912536091596, ,GARE DE BERCY,GARE DE BERCY,11 s,37 s,39 s,B3100,ITI:55
2017-05-01 00:36:41,2.3823499436289053,2.3888566114170167,48.839912536091596,48.83825618254615,GARE DE BERCY,DUGOMMIER,DUGOMMIER,45 s,12 s,36 s,B3100,ITI:55
2017-05-01 00:37:26,2.3888566114170167,2.3888566114170167,48.83825618254615,48.83825618254615,DUGOMMIER,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,71 s,0 s,50 s,B3100,ITI:55
2017-05-01 00:37:30,2.3888566114170167,2.3906935173111337,48.83825618254615,48.83713192570896, ,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,67 s,29 s,50 s,B3100,ITI:55
2017-05-01 00:38:30,2.3906935173111337,2.3912111298272696,48.83713192570896,48.83736536923275, ,CHARENTON-WATTIGNIES,CHARENTON-WATTIGNIES,7 s,0 s,17 s,B3100,ITI:55
2017-05-01 00:38:37,2.3912111298272696,2.3933050799742683,48.83736536923275,48.83480294034497,CHARENTON-WATTIGNIES,NICOLAI,NICOLAI,44 s,0 s,27 s,B3100,ITI:55
